"dot_number","company","dba","city","state","phone","trucks","drivers","alert_basics","n_alerts","inspections","driver_oos","vehicle_oos","sms_profile"
"2899341","BOND TRANSPORT LLC",,"VICTORVILLE","CA","9096443579","3","3","HOS|VehicleMaint","2","20","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2899341/Overview.aspx"
"3609883","FGE TRANSPORT INC",,"JERSEY CITY","NJ","3473534067","16","8","DriverFitness|DrugsAlcohol","2","20","8","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3609883/Overview.aspx"
"2137776","MIDWAY SERVICE INC","VOLLAN OIL CO","BALTIC","SD","6055295458","48","29","DriverFitness|DrugsAlcohol","2","20","0","2","https://ai.fmcsa.dot.gov/SMS/Carrier/2137776/Overview.aspx"
"1163946","MARAS TRUCKING LLC",,"SANBORN","MN","5078220400","3","3","UnsafeDriving|DriverFitness","2","20","1","3","https://ai.fmcsa.dot.gov/SMS/Carrier/1163946/Overview.aspx"
"2423120","NETVISION INC",,"LYNNWOOD","WA","4253532078","24","39","DriverFitness|VehicleMaint","2","20","2","10","https://ai.fmcsa.dot.gov/SMS/Carrier/2423120/Overview.aspx"
"1878036","FRANK MARQUEZ PULIDO","FREEDOM TRANSPORT","ONTARIO","CA","9094358124","7","7","DriverFitness|DrugsAlcohol","2","20","10","3","https://ai.fmcsa.dot.gov/SMS/Carrier/1878036/Overview.aspx"
"1691663","G & G GARBAGE LLC",,"BAKER","MT","8666447168","17","10","DriverFitness|DrugsAlcohol","2","20","2","10","https://ai.fmcsa.dot.gov/SMS/Carrier/1691663/Overview.aspx"
"3441051","RAJPURA TRANSPORTATION INC",,"FRESNO","CA","5179403148","6","9","DriverFitness|DrugsAlcohol","2","20","5","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3441051/Overview.aspx"
"4048655","HIGHEND STAPLES LOGISTICS LLC",,"CARTHAGE","MO","4173884905","3","1","DrugsAlcohol|VehicleMaint","2","19","6","5","https://ai.fmcsa.dot.gov/SMS/Carrier/4048655/Overview.aspx"
"2881812","NOGOB LOGISTICS INC",,"MINNEAPOLIS","MN","3203093843","7","8","HOS|VehicleMaint","2","19","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2881812/Overview.aspx"
"2955197","ELITE RECYCLING LLC",,"BROOKNEAL","VA","4343761200","30","19","DriverFitness|DrugsAlcohol","2","19","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2955197/Overview.aspx"
"3139174","PB07 TRANSPORT INC",,"GREENWOOD","IN","3176271267","8","8","HOS|DriverFitness","2","18","2","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3139174/Overview.aspx"
"3363503","OUTLAW MOUNTAIN TRUCKING LLC",,"DILLON","MT","4062402953","3","4","DriverFitness|DrugsAlcohol","2","18","1","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3363503/Overview.aspx"
"2958922","CAN CONSTRUCTION LLC",,"CORNELIUS","OR","5036088561","14","14","DriverFitness|VehicleMaint","2","18","0","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2958922/Overview.aspx"
"3194350","HUNTER LANES TRANSPORTATION LLC",,"GOODYEAR","AZ","4148757567","3","2","HOS|DriverFitness","2","18","6","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3194350/Overview.aspx"
"2036031","ACE TREE SERVICE",,"BIRMINGHAM","AL","2053327757","23","12","DriverFitness|DrugsAlcohol","2","18","6","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2036031/Overview.aspx"
"3245922","FAST-LH EXPRESS INC",,"CHINO","CA","6268419748","3","3","HOS|DrugsAlcohol","2","17","5","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3245922/Overview.aspx"
"1610393","D E N UNITED GENERAL CONSTRUCTION LLC",,"WAS","DC","2023994222","7","5","DriverFitness|DrugsAlcohol","2","17","7","4","https://ai.fmcsa.dot.gov/SMS/Carrier/1610393/Overview.aspx"
"2895880","ABI TRANSPORT LLC",,"LAREDO","TX","9567557390","2","2","DrugsAlcohol|VehicleMaint","2","17","4","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2895880/Overview.aspx"
"3196779","ATLANTA ELITE SHUTTLE LLC","A ATLANTA ELITE SHUTTLE","ATLANTA","GA","7709554565","13","13","DriverFitness|VehicleMaint","2","16","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3196779/Overview.aspx"
"1198869","JAMES V RICHMOND","VIC RICHMOND FARMS","POPLAR GROVE","AR","8709953000","37","30","DrugsAlcohol|VehicleMaint","2","16","8","5","https://ai.fmcsa.dot.gov/SMS/Carrier/1198869/Overview.aspx"
"3296139","JR TRANSPORTATION LOGISTICS SOLUTIONS LLC",,"NORTH BEND","NE","6316805312","6","4","HOS|VehicleMaint","2","16","4","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3296139/Overview.aspx"
"2643392","RPM RECOVERY LLC",,"STRAFFORD","MO","4178655555","20","12","DriverFitness|DrugsAlcohol","2","16","3","5","https://ai.fmcsa.dot.gov/SMS/Carrier/2643392/Overview.aspx"
"4010140","INTERSTATE RUBBISH REMOVAL INC",,"JAMESBURG","NJ","7325219535","8","8","DrugsAlcohol|VehicleMaint","2","16","4","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4010140/Overview.aspx"
"3598862","KDNS ENTERPRISES LLC",,"OAK PARK","IL","7736065741","1","1","HOS|DriverFitness","2","16","7","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3598862/Overview.aspx"
"3977803","SIMON CABINETS",,"LOS ANGELES","CA","3236852220","4","8","HOS|DrugsAlcohol","2","16","12","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3977803/Overview.aspx"
"3377767","IN-N-OUT FREIGHT LLC",,"BLOOMINGTON","MN","6124423088","5","5","HOS|VehicleMaint","2","16","0","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3377767/Overview.aspx"
"1140745","DIESEL EXPEDITE INC",,"MARKHAM","IL","8472207858","17","14","HOS|DriverFitness","2","16","5","5","https://ai.fmcsa.dot.gov/SMS/Carrier/1140745/Overview.aspx"
"3933463","GEORGES P MIENLAME TRUCKING LLC",,"EAU CLAIRE","WI","3475767700","1","1","HOS|VehicleMaint","2","15","4","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3933463/Overview.aspx"
"2406057","ONTIME DISTRIBUTION INC",,"MASPETH","NY","7184171100","3","4","HOS|DrugsAlcohol","2","15","12","2","https://ai.fmcsa.dot.gov/SMS/Carrier/2406057/Overview.aspx"
"2064230","NITTANY OIL COMPANY INC",,"STATE COLLEGE","PA","8143420210","35","27","DriverFitness|DrugsAlcohol","2","15","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2064230/Overview.aspx"
"2549178","SITE PREPARATIONS LLC",,"GAP","PA","7179897495","18","19","DriverFitness|DrugsAlcohol","2","15","4","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2549178/Overview.aspx"
"1078970","ROCKIN A&J TRUCKING AND EXCAVATING LLC",,"SUMNER","WA","2537097852","6","7","DriverFitness|DrugsAlcohol","2","15","2","2","https://ai.fmcsa.dot.gov/SMS/Carrier/1078970/Overview.aspx"
"2627366","SSM TRANSPORT LLC",,"COMMERCE","CA","3105250093","5","5","HOS|DrugsAlcohol","2","14","7","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2627366/Overview.aspx"
"4211811","XIUHUA INC",,"ROSEMEAD","CA","8188628978","2","1","HOS|DrugsAlcohol","2","14","5","4","https://ai.fmcsa.dot.gov/SMS/Carrier/4211811/Overview.aspx"
"3748754","MEDINA LOGISTICS LLC",,"SAINT CLOUD","MN","4027064548","1","1","HOS|VehicleMaint","2","14","1","1","https://ai.fmcsa.dot.gov/SMS/Carrier/3748754/Overview.aspx"
"4032019","B & O TRANSPORT AND SERVICES LLC",,"MUNDAY","TX","2144345269","2","3","DriverFitness|DrugsAlcohol","2","13","9","6","https://ai.fmcsa.dot.gov/SMS/Carrier/4032019/Overview.aspx"
"269873","VAUGHT TRUCKING INC",,"THOMPSON FALLS","MT","4068274485","7","6","HOS|DriverFitness","2","13","0","7","https://ai.fmcsa.dot.gov/SMS/Carrier/269873/Overview.aspx"
"4332283","EAR TELECOMMUNICATIONS LLC","EARTC","MANOR","TX","5122184200","5","3","DriverFitness|DrugsAlcohol","2","13","8","12","https://ai.fmcsa.dot.gov/SMS/Carrier/4332283/Overview.aspx"
"4225881","S-J TRUCKING LLC",,"WABASSO","MN","15078221437","16","13","UnsafeDriving|DriverFitness","2","13","5","1","https://ai.fmcsa.dot.gov/SMS/Carrier/4225881/Overview.aspx"
"3861783","HAY HAULER TRUCKING LLC",,"PASADENA","TX","8329099664","3","6","DriverFitness|DrugsAlcohol","2","13","3","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3861783/Overview.aspx"
"3440171","K I M EXPRESS LLC",,"CLEVELAND","OH","2167031160","3","2","HOS|DrugsAlcohol","2","13","4","1","https://ai.fmcsa.dot.gov/SMS/Carrier/3440171/Overview.aspx"
"3467821","C&T HERNANDEZ TRUCKING INC",,"JEROME","ID","2084901858","3","3","HOS|VehicleMaint","2","12","6","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3467821/Overview.aspx"
"3279306","EXPRESS PLATINUM TRUCKING LLC",,"LINDENHURST","NY","6312104257","4","4","HOS|DriverFitness","2","12","3","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3279306/Overview.aspx"
"2935212","UTILITY SOLUTIONS LLC",,"PAPILLION","NE","9312153788","20","19","DriverFitness|VehicleMaint","2","12","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2935212/Overview.aspx"
"1425709","VALLEY TOWING INC","XPRESS TOWING","RIFLE","CO","9709458120","13","5","HOS|DriverFitness","2","12","1","0","https://ai.fmcsa.dot.gov/SMS/Carrier/1425709/Overview.aspx"
"221621","ST JOE NATURAL GAS CO INC","THE APPLIANCE SOLUTION","PORT ST JOE","FL","8502298217","6","4","DriverFitness|VehicleMaint","2","12","1","0","https://ai.fmcsa.dot.gov/SMS/Carrier/221621/Overview.aspx"
"4297507","STR8 TRAILER KINGZ LLC",,"DECATUR","GA","7327916702","3","2","HOS|DrugsAlcohol","2","12","10","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4297507/Overview.aspx"
"3830921","YH DYNAMIC BUSINESS CORP","FAST AND EASY FREIGHT TRUCKING","HIALEAH","FL","7865261871","2","2","HOS|DrugsAlcohol","2","11","2","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3830921/Overview.aspx"
"3796683","PALMER TRUCK LINE LLC",,"FARMERS BRANCH","TX","7865801864","2","1","HOS|DriverFitness","2","11","5","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3796683/Overview.aspx"
"1936092","OSG DOZING LLC",,"OLYMPIA","WA","3607054319","11","10","HOS|DriverFitness","2","11","1","2","https://ai.fmcsa.dot.gov/SMS/Carrier/1936092/Overview.aspx"
"4046564","MUIGA LOGISTICS LLC",,"HARRISBURG","PA","5707941240","1","1","DriverFitness|DrugsAlcohol","2","11","3","3","https://ai.fmcsa.dot.gov/SMS/Carrier/4046564/Overview.aspx"
"617374","MICHAEL E JOHNSON","MICHAEL E JOHNSON TRUCKING","WILCOX","NE","3088303252","7","5","HOS|DrugsAlcohol","2","11","4","0","https://ai.fmcsa.dot.gov/SMS/Carrier/617374/Overview.aspx"
"1196159","BLUE STAR TRANSPORTATION INC",,"SAVAGE","MN","6122233562","2","4","HOS|VehicleMaint","2","11","1","2","https://ai.fmcsa.dot.gov/SMS/Carrier/1196159/Overview.aspx"
"3028594","GENERAL LOGISTICS LLC",,"DAYTON","OH","4437220787","7","8","UnsafeDriving|DriverFitness","2","11","2","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3028594/Overview.aspx"
"3630502","SAFETY AUTO REPAIR LLC","SAFETY TOWING","LYNNWOOD","WA","2064463790","2","2","HOS|VehicleMaint","2","11","0","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3630502/Overview.aspx"
"4203047","B&B LIVESTOCK LLC",,"GOTHENBURG","NE","3086437088","6","4","HOS|DrugsAlcohol","2","11","3","1","https://ai.fmcsa.dot.gov/SMS/Carrier/4203047/Overview.aspx"
"514401","WEBER WATER RESOURCES LLC",,"MESA","AZ","4809611141","24","22","DriverFitness|DrugsAlcohol","2","11","3","6","https://ai.fmcsa.dot.gov/SMS/Carrier/514401/Overview.aspx"
"1914983","EVERGREEN EXCAVATION INC",,"TACOMA","WA","2537522328","10","5","DriverFitness|VehicleMaint","2","10","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/1914983/Overview.aspx"
"3960962","OLVERA & SONS LLC",,"JONESBORO","GA","4706848210","3","3","UnsafeDriving|DriverFitness","2","10","3","1","https://ai.fmcsa.dot.gov/SMS/Carrier/3960962/Overview.aspx"
"742065","PLIKAT LOGGING INC",,"ROSEBURG","OR","5416730553","35","24","DriverFitness|VehicleMaint","2","10","1","2","https://ai.fmcsa.dot.gov/SMS/Carrier/742065/Overview.aspx"
"1468683","SLOAN PETROLEUM TRANSPORT LLC",,"YPSILANTI","MI","7344801955","6","7","HOS|DrugsAlcohol","2","10","0","2","https://ai.fmcsa.dot.gov/SMS/Carrier/1468683/Overview.aspx"
"3296424","PRESSED 4 TIME LLC","PRESSED 4 TIME TRUCKING","BALTIMORE","MD","4439226391","2","2","DriverFitness|DrugsAlcohol","2","10","4","0","https://ai.fmcsa.dot.gov/SMS/Carrier/3296424/Overview.aspx"
"4277037","ROLFE2ROAD LLC",,"MORA","MN","3204365779","1","1","HOS|DriverFitness","2","9","1","1","https://ai.fmcsa.dot.gov/SMS/Carrier/4277037/Overview.aspx"
"2802589","MOLINA DIRECTIONAL DRILLING LLC",,"GARLAND","TX","4699192865","10","3","DriverFitness|DrugsAlcohol","2","9","9","8","https://ai.fmcsa.dot.gov/SMS/Carrier/2802589/Overview.aspx"
"2463991","TRANSPORTES GUERRA LLC",,"EAGLE PASS","TX","8177978743","3","3","HOS|DrugsAlcohol","2","9","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2463991/Overview.aspx"
"2445659","ECOAST TIMBER INC",,"BONIFAY","FL","7274334537","4","4","DriverFitness|VehicleMaint","2","9","4","3","https://ai.fmcsa.dot.gov/SMS/Carrier/2445659/Overview.aspx"
"2452590","BS CARRIERS INC",,"FORDS","NJ","7326213685","4","6","HOS|DrugsAlcohol","2","9","3","6","https://ai.fmcsa.dot.gov/SMS/Carrier/2452590/Overview.aspx"
"3957871","SUPPORT CARRIERS GROUP INC",,"FERRIS","TX","2142289755","3","4","DriverFitness|DrugsAlcohol","2","9","0","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3957871/Overview.aspx"
"3286229","HIGH POWER HAULING AND TRANSPORT LLC",,"FORT LAUDERDALE","FL","9549556956","1","1","HOS|DriverFitness","2","9","8","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3286229/Overview.aspx"
"3759640","VEGA AND SONS TRUCKING LLC",,"SOMERTON","AZ","9289881486","1","2","HOS|DriverFitness","2","8","3","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3759640/Overview.aspx"
"3450330","DEOL TRANSPORT INC",,"RACINE","WI","9513125210","3","3","DriverFitness|DrugsAlcohol","2","8","2","0","https://ai.fmcsa.dot.gov/SMS/Carrier/3450330/Overview.aspx"
"2934840","NORTHERN INDIANA OILS LLC","PURE EDIBLE OILS","INDIANAPOLIS","IN","3179660288","9","8","DriverFitness|DrugsAlcohol","2","8","5","0","https://ai.fmcsa.dot.gov/SMS/Carrier/2934840/Overview.aspx"
"4210519","LUXEKREATIONSS LLC",,"MAGNOLIA","TX","3463051667","1","1","HOS|DrugsAlcohol","2","8","4","4","https://ai.fmcsa.dot.gov/SMS/Carrier/4210519/Overview.aspx"
"567825","INFRASTRUCTURE SERVICES INC",,"HOUSTON","TX","7132086307","17","11","DriverFitness|DrugsAlcohol","2","8","1","3","https://ai.fmcsa.dot.gov/SMS/Carrier/567825/Overview.aspx"
"1885699","LEWEN LINE CONSTRUCTION INC",,"BORDEN","IN","8126700429","45","35","DriverFitness|DrugsAlcohol","2","8","1","4","https://ai.fmcsa.dot.gov/SMS/Carrier/1885699/Overview.aspx"
"3601365","SAPPHIRE CARTAGE LLC",,"SEARCY","AR","5013059257","1","1","HOS|DriverFitness","2","8","1","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3601365/Overview.aspx"
"3033808","OUTLAW TRUCKERS LLC",,"WEST ALEXANDRIA","OH","9375456752","8","7","DriverFitness|VehicleMaint","2","8","2","2","https://ai.fmcsa.dot.gov/SMS/Carrier/3033808/Overview.aspx"
"4283636","VIEIRA TRANSPORT CORP",,"WOBURN","MA","4133343995","1","1","DriverFitness|DrugsAlcohol","2","8","4","2","https://ai.fmcsa.dot.gov/SMS/Carrier/4283636/Overview.aspx"
"3844572","KR HOMES LLC",,"WINLOCK","WA","3609037700","2","6","DriverFitness|VehicleMaint","2","8","0","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3844572/Overview.aspx"
"4271503","SKY GUARD SERVICES LLC",,"RIO RICO","AZ","5208399021","1","1","DriverFitness|DrugsAlcohol","2","8","1","1","https://ai.fmcsa.dot.gov/SMS/Carrier/4271503/Overview.aspx"
"3519782","BITSHARP CORPORATION","LEO LINES","CINCINNATI","OH","5137253303","5","5","DrugsAlcohol","1","730","48","78","https://ai.fmcsa.dot.gov/SMS/Carrier/3519782/Overview.aspx"
"3628396","LOADMODE LLC","LOADMODE","SPRINGBORO","OH","5155161515","21","24","DrugsAlcohol","1","449","10","68","https://ai.fmcsa.dot.gov/SMS/Carrier/3628396/Overview.aspx"
"4006982","DK MAX PRIME INC",,"CINCINNATI","OH","5139930078","10","11","DriverFitness","1","412","21","46","https://ai.fmcsa.dot.gov/SMS/Carrier/4006982/Overview.aspx"
"3509638","NOVA FREIGHT LLC",,"CHICAGO HEIGHTS","IL","7082776633","1","1","DriverFitness","1","346","9","71","https://ai.fmcsa.dot.gov/SMS/Carrier/3509638/Overview.aspx"
"1453815","CESAR HERNANDEZ","INTRANSIT EXPRESS DELIVERY","HEBER","CA","3233253131","14","22","DrugsAlcohol","1","341","3","43","https://ai.fmcsa.dot.gov/SMS/Carrier/1453815/Overview.aspx"
"2903701","INTRANSIT LOGISTICS INC",,"CALEXICO","CA","3233253131","34","61","DriverFitness","1","275","14","45","https://ai.fmcsa.dot.gov/SMS/Carrier/2903701/Overview.aspx"
"2814323","NOOR TRANS INC",,"MERCED","CA","2095356088","19","19","DriverFitness","1","240","34","39","https://ai.fmcsa.dot.gov/SMS/Carrier/2814323/Overview.aspx"
"3088224","H B N TRUCKING INC",,"RIVERSIDE","CA","9519076078","42","45","DrugsAlcohol","1","232","15","44","https://ai.fmcsa.dot.gov/SMS/Carrier/3088224/Overview.aspx"
"2164251","TEDDY BEAR FRESH PRODUCE LLC",,"EASTON","MD","4108198205","38","49","DrugsAlcohol","1","229","7","9","https://ai.fmcsa.dot.gov/SMS/Carrier/2164251/Overview.aspx"
"1221360","MASCOW DISTRIBUTION LLC","MASCOW DISTRIBUTION","BURR RIDGE","IL","6303445115","31","31","HOS","1","176","11","32","https://ai.fmcsa.dot.gov/SMS/Carrier/1221360/Overview.aspx"
"3632283","ARMADA FREIGHT INC",,"LA GRANGE","IL","7087220826","34","34","DriverFitness","1","169","8","31","https://ai.fmcsa.dot.gov/SMS/Carrier/3632283/Overview.aspx"
"693784","JMJ EQUIPMENT TRANSPORT INC","JMJ EQUIPMENT","YUMA","AZ","9283298504","43","43","HOS","1","160","7","48","https://ai.fmcsa.dot.gov/SMS/Carrier/693784/Overview.aspx"
"1786774","DHAMI TRANSPORT INC",,"ROUND LAKE PARK","IL","8477528165","31","25","DriverFitness","1","158","5","23","https://ai.fmcsa.dot.gov/SMS/Carrier/1786774/Overview.aspx"
"4237073","ELEVATED LOGISTICS INC",,"FONTANA","CA","9093151671","30","42","DrugsAlcohol","1","158","28","28","https://ai.fmcsa.dot.gov/SMS/Carrier/4237073/Overview.aspx"
"3455199","DRAW EXPRESS INC",,"WOOD DALE","IL","8726661400","1","1","DriverFitness","1","156","15","38","https://ai.fmcsa.dot.gov/SMS/Carrier/3455199/Overview.aspx"
"2861531","SOUTHWEST FREIGHT INC",,"LEHI","UT","8016574561","20","23","DrugsAlcohol","1","155","14","50","https://ai.fmcsa.dot.gov/SMS/Carrier/2861531/Overview.aspx"
"3723087","SKG TRANSPORTATION INC",,"BAKERSFIELD","CA","6613781627","25","30","DriverFitness","1","147","34","35","https://ai.fmcsa.dot.gov/SMS/Carrier/3723087/Overview.aspx"
"2266357","JPS CARRIERS INC",,"MELROSE PARK","IL","7086891015","3","5","HOS","1","146","9","33","https://ai.fmcsa.dot.gov/SMS/Carrier/2266357/Overview.aspx"
"2641089","SHEFALI TOOR","TRIDENT LOGISTICS","SAN JOSE","CA","4084550526","19","19","DriverFitness","1","143","14","24","https://ai.fmcsa.dot.gov/SMS/Carrier/2641089/Overview.aspx"
"1511668","JESUS VALADEZ","VALA TRANSPORT","CALEXICO","CA","6862290828","8","9","DrugsAlcohol","1","139","8","35","https://ai.fmcsa.dot.gov/SMS/Carrier/1511668/Overview.aspx"
"3638520","PB07 LOGISTICS",,"EASTVALE","CA","8182139339","29","39","DrugsAlcohol","1","139","12","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3638520/Overview.aspx"
"1644704","DIXIE EXPRESS LLC","DIXIE EXPRESS","WAYNESBORO","MS","6014108135","30","26","DrugsAlcohol","1","136","8","27","https://ai.fmcsa.dot.gov/SMS/Carrier/1644704/Overview.aspx"
"1323155","GS FREIGHT INC",,"FRESNO","CA","5592770417","25","42","DriverFitness","1","135","9","23","https://ai.fmcsa.dot.gov/SMS/Carrier/1323155/Overview.aspx"
"3731332","TIN USA LOGISTICS INC",,"LAREDO","TX","9562674319","15","20","DrugsAlcohol","1","128","12","29","https://ai.fmcsa.dot.gov/SMS/Carrier/3731332/Overview.aspx"
"3046719","RAPID AUTOS LLC",,"SACRAMENTO","CA","9166474474","20","9","DriverFitness","1","127","24","31","https://ai.fmcsa.dot.gov/SMS/Carrier/3046719/Overview.aspx"
"2524985","FRIENDLY FREIGHT INC",,"ONTARIO","CA","6263300025","15","19","HOS","1","126","4","35","https://ai.fmcsa.dot.gov/SMS/Carrier/2524985/Overview.aspx"
"4246768","YE SERVICES LLC",,"EDINBURG","TX","9563816969","22","14","DriverFitness","1","123","7","48","https://ai.fmcsa.dot.gov/SMS/Carrier/4246768/Overview.aspx"
"2101389","DANIEL TRUCKING INTERNATIONAL INC",,"BETTENDORF","IA","5632135690","1","1","VehicleMaint","1","122","0","16","https://ai.fmcsa.dot.gov/SMS/Carrier/2101389/Overview.aspx"
"126292","FRED JONES ENTERPRISES LLC",,"OKLAHOMA CITY","OK","4053504460","47","50","DriverFitness","1","120","4","12","https://ai.fmcsa.dot.gov/SMS/Carrier/126292/Overview.aspx"
"1566186","LEVARI TRUCKING COMPANY LLC",,"VINELAND","NJ","8566917772","35","20","VehicleMaint","1","117","5","16","https://ai.fmcsa.dot.gov/SMS/Carrier/1566186/Overview.aspx"
"2373769","LEOPARD USA CORPORATION DBA OCEAN KINGDOM",,"SWEDESBORO","NJ","8564672227","34","23","DriverFitness","1","117","34","26","https://ai.fmcsa.dot.gov/SMS/Carrier/2373769/Overview.aspx"
"3647170","J & I CASTILLO TRUCKING LLC",,"KEARNY","NJ","7187156306","11","11","DrugsAlcohol","1","116","10","38","https://ai.fmcsa.dot.gov/SMS/Carrier/3647170/Overview.aspx"
"2823264","EMCO TRANSPORTATION LLC",,"WATERLOO","IA","3192749909","39","29","DriverFitness","1","116","7","21","https://ai.fmcsa.dot.gov/SMS/Carrier/2823264/Overview.aspx"
"3144521","RUBEN A ENCINAS","EG LOGISTICS","CALEXICO","CA","4424327268","5","5","HOS","1","116","1","42","https://ai.fmcsa.dot.gov/SMS/Carrier/3144521/Overview.aspx"
"2482985","ED'S ENTERPRISE LIMITED LIABILITY COMPANY","EDS ENTERPRISE","PARAMUS","NJ","9738417070","1","1","HOS","1","115","12","29","https://ai.fmcsa.dot.gov/SMS/Carrier/2482985/Overview.aspx"
"3844486","KSTALLION INC",,"PHOENIX","AZ","6029806070","17","13","DriverFitness","1","111","9","17","https://ai.fmcsa.dot.gov/SMS/Carrier/3844486/Overview.aspx"
"4047329","BLACKSTONE EXCLUSIVE INC",,"CINCINNATI","OH","9048680660","48","150","VehicleMaint","1","110","6","22","https://ai.fmcsa.dot.gov/SMS/Carrier/4047329/Overview.aspx"
"3658248","E2M TRANSPORTATION INC",,"INDIANAPOLIS","IN","2676803162","10","10","DriverFitness","1","108","12","28","https://ai.fmcsa.dot.gov/SMS/Carrier/3658248/Overview.aspx"
"2976161","SHORELINE ENERGY SERVICES LLC",,"ODESSA","TX","3073149400","34","68","DriverFitness","1","108","13","47","https://ai.fmcsa.dot.gov/SMS/Carrier/2976161/Overview.aspx"
"2340662","CHASE CARRIER INC",,"SAN BERNARDINO","CA","9097261050","14","14","DrugsAlcohol","1","107","18","21","https://ai.fmcsa.dot.gov/SMS/Carrier/2340662/Overview.aspx"
"1837973","SOUTHBAY TRANSPORT INC",,"CALEXICO","CA","7606189226","1","1","DrugsAlcohol","1","103","1","20","https://ai.fmcsa.dot.gov/SMS/Carrier/1837973/Overview.aspx"
"354275","ALVEY TRANSPORT INC",,"CLEVELAND","TN","4237900842","35","30","DrugsAlcohol","1","103","6","14","https://ai.fmcsa.dot.gov/SMS/Carrier/354275/Overview.aspx"
"3798253","AUSTIN LOGISTICS LLC",,"PFLUGERVILLE","TX","4055494962","16","17","DrugsAlcohol","1","103","9","20","https://ai.fmcsa.dot.gov/SMS/Carrier/3798253/Overview.aspx"
"4074582","J&J TRUCK LINES LLC",,"FORT WORTH","TX","8172645535","12","17","DrugsAlcohol","1","102","7","22","https://ai.fmcsa.dot.gov/SMS/Carrier/4074582/Overview.aspx"
"2784371","SAVAND TRUCKING INC",,"WESTMINSTER","CA","7146124180","12","12","HOS","1","101","11","24","https://ai.fmcsa.dot.gov/SMS/Carrier/2784371/Overview.aspx"
"4002064","FALCON TRANSPORTS LLC",,"MINT HILL","NC","9804239960","29","30","HOS","1","101","19","13","https://ai.fmcsa.dot.gov/SMS/Carrier/4002064/Overview.aspx"
"2267245","A STERLING FREIGHT CARRIER INC",,"EASTVALE","CA","9514034906","12","12","DrugsAlcohol","1","100","21","16","https://ai.fmcsa.dot.gov/SMS/Carrier/2267245/Overview.aspx"
"971333","TORRES BROTHERS TRUCKING INC",,"DIXON","CA","7076931143","9","9","DriverFitness","1","98","5","29","https://ai.fmcsa.dot.gov/SMS/Carrier/971333/Overview.aspx"
"1444559","HIGHWAY FREIGHT SYSTEMS INC",,"EASTON","PA","6108651133","30","30","DrugsAlcohol","1","98","10","17","https://ai.fmcsa.dot.gov/SMS/Carrier/1444559/Overview.aspx"
"3026271","CISNEROS LOGISTICS LLC",,"EAGLE PASS","TX","2109807277","20","40","DriverFitness","1","95","18","13","https://ai.fmcsa.dot.gov/SMS/Carrier/3026271/Overview.aspx"
"3403508","ALAZRAQI FREIGHT LLC",,"DEARBORN","MI","4699540162","17","17","VehicleMaint","1","94","3","20","https://ai.fmcsa.dot.gov/SMS/Carrier/3403508/Overview.aspx"
"1929976","J & J HERNANDEZ INC",,"CHARLOTTE","NC","7042008798","40","32","DrugsAlcohol","1","94","9","24","https://ai.fmcsa.dot.gov/SMS/Carrier/1929976/Overview.aspx"
"2553881","GBT EXPRESS INC",,"RIVERSIDE","CA","9515002248","18","23","DrugsAlcohol","1","93","10","14","https://ai.fmcsa.dot.gov/SMS/Carrier/2553881/Overview.aspx"
